ID	URI	Index Page	Entry	Name (auto)	Name (curated)	Identity (auto)	Identity (curated)	Refs	Alternate Names	Alternate Names (auto)	Alternate Names (curated)	Cross-Ref 1	Cross-Ref 2	Cross-Ref 3	Match 1	Match 2	Match 3	Related Place	Related Place URI	Sort	Place Type (auto)	Place Type (curated)	Multiple?
77	https://usaybia.net/place/77	462	Baghdad (Baghdād or Baghdādh, and Madīnat al-Salām, ‘the City of Peace’, the official name of Baghdad)	Baghdad	Baghdad			1.11n; 2.1.1n; 4.1.11.1n; 8.1.1; 8.3.5; 8.3.15n; 8.3.16; 8.3.17; 8.4.2; 8.4.4; 8.4.11n; 8.5.2; 8.5.3; 8.5.4; 8.6n; 8.7; 8.8.2; 8.8.6; 8.10.2n; 8.10.3n; 8.10.4; 8.15.1; 8.18.2; 8.20.5; 8.20.6n; 8.20.10; 8.25.2; 8.25.4; 8.25.7; 8.26.4; 8.26.5; 8.26.8; 8.27.4; 8.29.1; 8.29.5n; 8.29.9; 8.29.22; 8.30.3; 8.33; 9.11n; 9.37n; 9.38n; 9.42; 10.1.4; 10.1.6; 10.1.7; 10.1.9; 10.1.12; 10.2.3.1; 10.2.4 no. 19; 10.3.2.3; 10.3.4; 10.4.2; 10.4.4.1; 10.4.7; 10.4.8; 10.5.4; 10.6; 10.7; 10.8.2; 10.8.3; 10.8.4; 10.8.10; 10.8.11; 10.11; 10.12.1; 10.13.1; 10.13.2; 10.13.3; 10.13.5; 10.14.1; 10.15; 10.16; 10.20; 10.21; 10.22.2; 10.23.1; 10.23.2; 10.26; 10.28; 10.29; 10.31; 10.32; 10.33; 10.37.1; 10.37.3; 10.37.5 no. 40; 10.38.1; 10.51.1; 10.38.2; 10.60; 10.63.2; 10.63.3; 10.64.1; 10.64.3n; 10.64.6; 10.64.7; 10.64.12; 10.64.13; 10.64.16; 10.64.17.1n; 10.64.17.2n; 10.64.17.3; 10.66.1; 10.66.2; 10.66.6; 10.67.5 no. 1n; 10.68.1.1; 10.68.1.3; 10.68.2.1n; 10.67.2.2n; 10.68.2.3n; 10.68.2.4n; 10.68.2.7(p); 10.70; 10.71; 10.72; 10.73; 10.76.2; 10.77.1; 10.77.2; 10.77.3; 10.78; 10.79; 10.81.1; 10.81.2; 10.81.4n; 10.81.5n; 11.5.1; 11.5.2; 11.5.3; 11.5.4; 11.5.6; 11.5.11; 11.5.25, no. 93; 11.7; 11.8.2; 11.13.8 no. 75; 11.21; 12.2 no. 7n; 11.13.7.9(p); 12.5; 12.6; 13.1.2; 13.19; 13.34.1; 13.49; 13.61.3.1; 14.1; 14.2; 14.22.4.2 no. 19; 14.22.4.3 no. 23; 14.22.5.1n; 14.22.5.1 no. 3n; 14.22.5.1 no. 13; 14.22.5.2 no. 73n; 14.25.9 no. 22n; 14.25.9 no. 25n, 64n, 78n; 14.29.1, 2; 14.31.5; 15.1.1; 15.1.2; 15.1.3.2; 15.1.5 no. 32; 15.3.1; 15.5; 15.8; 15.12; 15.13; 15.17; 15.24; 15.35; 15.36; 15.40; ＡＩＩ.5	City of Peace, Madīnat al-Salām	Baghdād, Baghdādh, and Madīnat al-Salām, ‘the City of Peace’, the official name of Baghdad	Baghdād, Baghdādh, Madīnat al-Salām, ‘the City of Peace’									97	settlement	settlement	
78	https://usaybia.net/place/78	462	Bahnasāʾ, a locality on the road between Malatya and Aleppo	Bahnasāʾ	Bahnasāʾ	a locality on the road between Malatya and Aleppo	a locality on the road between Malatya and Aleppo	15.40.6												98	designated-space	unknown	
		462	Baḥr al-Ẓulmah `see` Atlantic Ocean	Baḥr al-Ẓulmah	Baḥr al-Ẓulmah							Atlantic Ocean			Atlantic Ocean					99	open-water	open-water	
79	https://usaybia.net/place/79	462	Bahrain (al-Baḥrayn)	Bahrain	Bahrain			10.1.3		al-Baḥrayn	al-Baḥrayn									100	#N/A	region	
		462	Bājarmā `see` Beth Garmai	Bājarmā	Bājarmā							Beth Garmai			Beth Garmai					101	#N/A	#N/A	
		462	Bājat al-Gharb `see` Beja	Bājat al-Gharb	Bājat al-Gharb							Beja			Beja					102	#N/A	#N/A	
		462	Bajjānah `see` Pechina	Bajjānah	Bajjānah							Pechina			Pechina					103	#N/A	#N/A	
		462	Baʿlabakk `see` Baalbek	Baʿlabakk	Baʿlabakk							Baalbek			Baalbek					104	#N/A	#N/A	
80	https://usaybia.net/place/80	463	Balad or Balaṭ, a city on the Tigris	Balad	Balad	a city on the Tigris	a city on the Tigris	8.20.10n; 10.48; 10.66.1; 11.13.7.9(p)												105	settlement	settlement	
		463	Balansiyah `see` Valencia	Balansiyah	Balansiyah							Valencia			Valencia					106	#N/A	#N/A	
81	https://usaybia.net/place/81	463	Balkh (ancient Bactria), city in Khorasan, in the north of present-day Afghanistan	Balkh	Balkh	city in Khorasan, in the north of present-day Afghanistan	city in Khorasan, in the north of present-day Afghanistan	11.5.9; 11.13.2.1; 11.13.7.9(p)	Bactria	Bactria	Bactria									107	settlement	settlement	
82	https://usaybia.net/place/82	463	Baluchistan	Baluchistan	Baluchistan			14.25.9 no. 42n												108	#N/A	region	
83	https://usaybia.net/place/83	463	Bamyan (Bāmyān), a town in modern-day Afghanistan situated on the ancient silk route	Bamyan	Bamyan	a town in modern-day Afghanistan situated on the ancient silk route	a town in modern-day Afghanistan situated on the ancient silk route	11.19.3		Bāmyān	Bāmyān									109	settlement	settlement	
84	https://usaybia.net/place/84	463	Bānyās canal (Nahr Bānyās), near Damascus	Bānyās canal	Bānyās canal	near Damascus	near Damascus	10.75.1	Nahr Bānyās	Nahr Bānyās	Nahr Bānyās									110	canal	canal	
85	https://usaybia.net/place/85	463	Baʿqūbā, a place north-east of Bagdad, famous for its dates and fruit	Baʿqūbā	Baʿqūbā	a place north-east of Bagdad, famous for its dates and fruit	a place north-east of Bagdad, famous for its dates and fruit	10.68.1.4												111	#N/A	unknown	
86	https://usaybia.net/place/86	463	Baradā, the river on which Damascus stands	Baradā	Baradā	the river on which Damascus stands	the river on which Damascus stands	7.7.2; 10.69.3.9(p)												112	river	river	
87	https://usaybia.net/place/87	463	Baradān Bridge, one of the bridges over the Tigris in Baghdad	Baradān Bridge	Baradān Bridge	one of the bridges over the Tigris in Baghdad	one of the bridges over the Tigris in Baghdad	8.25.7												113	building	building	
		463	Barāhān `see` Fardajān	Barāhān	Barāhān							Fardajān			Fardajān					114	#N/A	#N/A	
		463	Barakhsh `see` Warakhshah	Barakhsh	Barakhsh							Warakhshah			Warakhshah					115	#N/A	#N/A	
88	https://usaybia.net/place/88	463	Barqah, the eastern coastal region of modern Libya	Barqah	Barqah	the eastern coastal region of modern Libya	the eastern coastal region of modern Libya	7.5.6												116	region	region	
89	https://usaybia.net/place/89	463	Basra (al-Baṣrah), a city on the Shaṭṭ al-ʿArab waterway, southeast of Baghdad (medieval Basra is located in Zubayr, 20 km southwest of modern Basra)	Basra	Basra	a city on the Shaṭṭ al-ʿArab waterway, southeast of Baghdad (medieval Basra is located in Zubayr, 20 km southwest of modern Basra)	a city on the Shaṭṭ al-ʿArab waterway, southeast of Baghdad (medieval Basra is located in Zubayr, 20 km southwest of modern Basra)	1.9; 8.3.14; 8.3.15; 8.3.22; 8.4.3; 8.7; 8.19.1; 8.19.3; 8.26.17n; 8.29.1; 10.1.4; 11.10; 13.34.1; 14.22.1–2; 14.22.4.3 no. 36; 14.22.4.4; 14.22.5.1 no. 8n; 14.22.5.2 no. 80n; 15.8.8		al-Baṣrah	al-Baṣrah									117	settlement	settlement	
90	https://usaybia.net/place/90	463	al-Baṣṣah, small town in Northern Palestine	al-Baṣṣah	al-Baṣṣah	small town in Northern Palestine	small town in Northern Palestine	13.58.4.4												118	settlement	settlement	
		463	Baṭalyaws `see` Badajoz	Baṭalyaws	Baṭalyaws							Badajoz			Badajoz					119	#N/A	#N/A	
91	https://usaybia.net/place/91	463	Bāward (also Abīward), town in Khorasan	Bāward	Bāward	town in Khorasan	town in Khorasan	11.13.2.11	Abīward	also Abīward	Abīward									120	settlement	settlement	
92	https://usaybia.net/place/92	463	Bawwān, a valley in southern Persia	Bawwān	Bawwān	a valley in southern Persia	a valley in southern Persia	15.54(p)												121	valley	valley	
93	https://usaybia.net/place/93	463	Bayn al-Qaṣrayn (‘between the two palaces’), a square between the eastern and western palaces built by the Fatimids in the centre of Cairo	Bayn al-Qaṣrayn	Bayn al-Qaṣrayn	a square between the eastern and western palaces built by the Fatimids in the centre of Cairo	a square between the eastern and western palaces built by the Fatimids in the centre of Cairo	14.51.2		‘between the two palaces’	‘between the two palaces’									122	building	designated-space	
		463	Bayt Laḥm `see` Bethlehem	Bayt Laḥm	Bayt Laḥm							Bethlehem			Bethlehem					123	#N/A	#N/A	
		463	Bayt al-Maqdis `see` Jerusalem	Bayt al-Maqdis	Bayt al-Maqdis							Jerusalem			Jerusalem					124	#N/A	#N/A	
94	https://usaybia.net/place/94	463	Beja (Bājat al-Gharb), city in the Alentejo region (Portugal)	Beja	Beja	city in the Alentejo region (Portugal)	city in the Alentejo region (Portugal)	13.78	Bājat al-Gharb	Bājat al-Gharb	Bājat al-Gharb									125	settlement	settlement	
95		463	Beruniy `see` Bīrūn	Beruniy	Beruniy							Bīrūn			Bīrūn					126	#N/A	#N/A	
96	https://usaybia.net/place/96	463	Beth Garmai (Bājarmā), region around Kirkuk	Beth Garmai	Beth Garmai	region around Kirkuk	region around Kirkuk	6.5.1; 9.49n	Bājarmā	Bājarmā	Bājarmā									127	region	region	
97	https://usaybia.net/place/97	463	Bethlehem (Bayt Laḥm)	Bethlehem	Bethlehem			5.1.8.1	Bayt Laḥm	Bayt Laḥm	Bayt Laḥm									128	#N/A	settlement	
98	https://usaybia.net/place/98	463	Bīʿat Mār Tūmā (The Church of Saint Thomas), in Baghdad	Bīʿat Mār Tūmā	Bīʿat Mār Tūmā	in Baghdad	in Baghdad	10.22.3		The Church of Saint Thomas	The Church of Saint Thomas									129	church	church	
		463	Bīʿat Sūq al-Thalāthāʾ (Tuesday Market Church) `see` Tuesday Market	Bīʿat Sūq al-Thalāthāʾ	Bīʿat Sūq al-Thalāthāʾ					Tuesday Market Church	Tuesday Market Church	Tuesday Market			Tuesday Market					130	designated-space	designated-space	
		463	Bijāyah `see` Bougie	Bijāyah	Bijāyah							Bougie			Bougie					131	#N/A	#N/A	
99	https://usaybia.net/place/99	463	Bilād al-ʿAjam, Lands of the Persians, Greater Persia	Bilād al-ʿAjam	Bilād al-ʿAjam	Lands of the Persians, Greater Persia	Lands of the Persians, Greater Persia	11; 10.3.7.3; 11.5.14												132	region	region	
		463	Bilād al-Rūm, Lands of the Romans or Byzantines `see` Anatolia `and` Byzantine Empire `and` Asia Minor	Bilād al-Rūm	Bilād al-Rūm							Anatolia	Byzantine Empire	Asia Minor	Anatolia	Byzantine Empire	Asia Minor			133	region	region	
		463	Bilād al-Shām `see` Syria	Bilād al-Shām	Bilād al-Shām							Syria			Syria					134	region	region	
100	https://usaybia.net/place/100	463	Bilbays, a town in lower Egypt, northeast of Cairo on the edge of the desert	Bilbays	Bilbays	a town in lower Egypt, northeast of Cairo on the edge of the desert	a town in lower Egypt, northeast of Cairo on the edge of the desert	15.49.4												135	settlement	settlement	
101	https://usaybia.net/place/101	463	Biʾr Maymūn, a well in or near Mecca, exact location uncertain	Biʾr Maymūn	Biʾr Maymūn	a well in or near Mecca, exact location uncertain	a well in or near Mecca, exact location uncertain	8.9												136	building	building	
102	https://usaybia.net/place/102	463	Biʾr Zuwaylah, a well or pit near a quarter in Cairo called Ḥārat Zuwaylah, where the caliphal horses were kept	Biʾr Zuwaylah	Biʾr Zuwaylah	a well or pit near a quarter in Cairo called Ḥārat Zuwaylah, where the caliphal horses were kept	a well or pit near a quarter in Cairo called Ḥārat Zuwaylah, where the caliphal horses were kept	14.31.6												137	building	building	
103	https://usaybia.net/place/103	463	al-Birbāʾ, locality in Upper Egypt, near Panopolis	al-Birbāʾ	al-Birbāʾ	locality in Upper Egypt, near Panopolis	locality in Upper Egypt, near Panopolis	2.1.4n												138	#N/A	unknown	
104	https://usaybia.net/place/104	463	Birkat al-Fīl (‘the Elephant Pond’), the largest of several ponds and marshy areas in Cairo left by the River Nile as it shifted towards the West	Birkat al-Fīl	Birkat al-Fīl	the largest of several ponds and marshy areas in Cairo left by the River Nile as it shifted towards the West	the largest of several ponds and marshy areas in Cairo left by the River Nile as it shifted towards the West	14.54.6	Elephant Pond	‘the Elephant Pond’	‘the Elephant Pond’									139	open-water	open-water	
105	https://usaybia.net/place/105	463	Birkat al-Ḥabash (‘the Pond of the Abyssinians’), pool or lake on the southern fringes of Fustat	Birkat al-Ḥabash	Birkat al-Ḥabash	pool or lake on the southern fringes of Fustat	pool or lake on the southern fringes of Fustat	13.58.4.5		‘the Pond of the Abyssinians’	‘the Pond of the Abyssinians’									140	open-water	open-water	
106	https://usaybia.net/place/106	463	Bīrūn, formerly known as Kath and capital of Khwārazm (modern-day Uzbekistan); in 1957 renamed ‘Beruniy’ in honour of al-Bīrūnī	Bīrūn	Bīrūn	formerly known as Kath and capital of Khwārazm (modern-day Uzbekistan); in 1957 renamed ‘Beruniy’ in honour of al-Bīrūnī	formerly known as Kath and capital of Khwārazm (modern-day Uzbekistan); in 1957 renamed ‘Beruniy’ in honour of al-Bīrūnī	11.15	Beruniy, Kath											141	settlement	settlement	
107	https://usaybia.net/place/107	463	Bistam, Bisṭām, town in Persia	Bistam	Bistam	Bisṭām, town in Persia	Bisṭām, town in Persia	11.5.12			Bisṭām									142	settlement	settlement	
108	https://usaybia.net/place/108	463	Bithynia, ancient region in northwestern Asia Minor	Bithynia	Bithynia	ancient region in northwestern Asia Minor	ancient region in northwestern Asia Minor	4.1.11.2n; 4.6.2.1												143	region	region	
109	https://usaybia.net/place/109	463	Bokhara (Bukhara, Bukhārā)	Bokhara	Bokhara			11.13.2.1; 11.13.2.3; 11.13.2.9; 11.13.2.11	Bukhārā	Bukhara, Bukhārā	Bukhara, Bukhārā									144	#N/A	settlement	
110	https://usaybia.net/place/110	463	Bosra (Buṣrā, Bostra), a town in southern Syria near the Jordan border, an important stopover on the ancient caravan route to Mecca	Bosra	Bosra	a town in southern Syria near the Jordan border, an important stopover on the ancient caravan route to Mecca	a town in southern Syria near the Jordan border, an important stopover on the ancient caravan route to Mecca	15.51.8	Bostra, Buṣrā	Buṣrā, Bostra	Buṣrā, Bostra									145	settlement	settlement	
		463	Bostra `see` Bosra	Bostra	Bostra							Bosra			Bosra					146	#N/A	#N/A	
111	https://usaybia.net/place/111	463	Bougie (Bijāyah), town in modern Algeria	Bougie	Bougie	town in modern Algeria	town in modern Algeria	13.66.3	Bijāyah	Bijāyah	Bijāyah									147	settlement	settlement	
112	https://usaybia.net/place/112	463	Bruttium, ancient region in southern Italy, the modern Calabria	Bruttium	Bruttium	ancient region in southern Italy, the modern Calabria	ancient region in southern Italy, the modern Calabria	4.3.4.3n												148	region	region	
113	https://usaybia.net/place/113	463	Budandūn (al-Badandūn, Badhandūn, modern Bozantı), a river and town in Anatolia	Budandūn	Budandūn	a river and town in Anatolia	a river and town in Anatolia	8.26.17	al-Badandūn	al-Badandūn, Badhandūn, Bozantı	al-Badandūn, Badhandūn, Bozantı									149	river	composite	
114	https://usaybia.net/place/114	464	al-Buḥayrah, the western province of the Nile delta during the Fatimid period	al-Buḥayrah	al-Buḥayrah	the western province of the Nile delta during the Fatimid period	the western province of the Nile delta during the Fatimid period	14.26.3 no. 2												150	province	province	
		464	Bukhārā `see` Bokhara	Bukhārā	Bukhārā							Bokhara			Bokhara					151	#N/A	#N/A	
115	https://usaybia.net/place/115	464	Burj, a village near Isfahan	Burj	Burj	a village near Isfahan	a village near Isfahan	10.68.1.4n; 11.16n												152	settlement	settlement	
116	https://usaybia.net/place/116	464	Būrnūs, unidentified; possibly Praesus, an ancient coastal town in eastern Crete, or Portus, the port of Rome	Būrnūs	Būrnūs	unidentified; possibly Praesus, an ancient coastal town in eastern Crete, or Portus, the port of Rome	unidentified; possibly Praesus, an ancient coastal town in eastern Crete, or Portus, the port of Rome	1.8												153	settlement	settlement	
117	https://usaybia.net/place/117	464	Būshanj, a town in eastern Persia	Būshanj	Būshanj	a town in eastern Persia	a town in eastern Persia	8.10.4; 8.27.4												154	settlement	settlement	
		464	Buṣrā `see` Bosra	Buṣrā	Buṣrā							Bosra			Bosra					155	#N/A	#N/A	
118	https://usaybia.net/place/118	464	Byblos, locality in present-day Lebanon	Byblos	Byblos	locality in present-day Lebanon	locality in present-day Lebanon	15.20n												156	#N/A	settlement	
119	https://usaybia.net/place/119	464	Byzantine Empire (`balad al-Rūm`, ‘land of the Romans’)	Byzantine Empire	Byzantine Empire			8.26.5; 9.12n; 10.3.2.2; 10.23.2; 15.23.1; 15.39	Bilād al-Rūm	`balad al-Rūm`, ‘land of the Romans’	`balad al-Rūm`, ‘land of the Romans’									157	state	state	
120	https://usaybia.net/place/120	464	Caesarea (Qaysāriyyah or Qaysariyyah), a coastal town of Palestine	Caesarea	Caesarea	a coastal town of Palestine	a coastal town of Palestine	5.1.8.1n; 14.10n	Qaysāriyyah	Qaysāriyyah, Qaysariyyah	Qaysāriyyah, Qaysariyyah									158	settlement	settlement	
121	https://usaybia.net/place/121	464	Cairo (al-Qāhirah, Miṣr) [`see also` Fustat]	Cairo	Cairo	[`see also` Fustat]		6.3.1n; 8.5.3; 13.51.1; 13.51.2; 13.51.3; 13.58.2.1; 13.58.4.2; 13.86.2; 14.7; 14.14.3; 14.14.7; 14.21 no. 2; 14.22.2; 14.22.3.1– 2; 14.22.5.2 no. 91n; 14.24; 14.25.1; 14.25.3;14.25.9 no. 61; 14.26.3 no. 2; 14.27.3; 14.29.2, 3; 14.31.5, 6, 8; 14.32.1n; 14.33.3n, 4; 14.34.1; 14.36.2; 14.37; 14.39.2n; 14.40.1, 2; 14.41; 14.42.1, 3 no. 3; 14.43.1; 14.44.2, 3; 14.45; 14.47.2; 14.48.2; 14.50; 14.51.2, 4; 14.54.3, 4, 6n, 7, 8, 15; 14.55.1, 2; 14.56.1; 14.57.2; 14.58.3; 15.1.5 no. 32; 15.3.1.2; 15.13; 15.14; 15.29; 15.40.3; 15.40.4; 15.40.5; 15.49.2; 15.49.4; 15.50.3; 15.51.1; 15.53	al-Qāhirah, Miṣr	al-Qāhirah, Miṣr	al-Qāhirah, Miṣr							Fustat	https://usaybia.net/place/209	159	#N/A	settlement	
122	https://usaybia.net/place/122	464	Campanar, town located north-west of Valencia (Spain)	Campanar	Campanar	town located north-west of Valencia (Spain)	town located north-west of Valencia (Spain)	13.87n												160	settlement	settlement	
123	https://usaybia.net/place/123	464	Campanario, city in the province of Badajoz (Spain)	Campanario	Campanario	city in the province of Badajoz (Spain)	city in the province of Badajoz (Spain)	13.87n												161	settlement	settlement	
		464	Candlestick Market `see` Sūq al-Qanādīl	Candlestick Market	Candlestick Market							Sūq al-Qanādīl			Sūq al-Qanādīl					162	designated-space	designated-space	
124	https://usaybia.net/place/124	464	Canjáyar (Qanjayrah), city in the region of Almería (Spain)	Canjáyar	Canjáyar	city in the region of Almería (Spain)	city in the region of Almería (Spain)	13.79	Qanjayrah	Qanjayrah	Qanjayrah									163	settlement	settlement	
125	https://usaybia.net/place/125	464	Carmona (Qarmūniyah), a city in al-Andalus	Carmona	Carmona	a city in al-Andalus	a city in al-Andalus	8.19.2n	Qarmūniyah	Qarmūniyah	Qarmūniyah									164	settlement	settlement	
		464	Carrhae `see` Ḥarrān	Carrhae	Carrhae							Ḥarrān			Ḥarrān					165	#N/A	#N/A	
126	https://usaybia.net/place/126	464	Carthage, Roman city of North Africa	Carthage	Carthage	Roman city of North Africa	Roman city of North Africa	5.1.8.2n												166	settlement	settlement	
127	https://usaybia.net/place/127	464	Carystus, ancient Greek city-state on Euboea	Carystus	Carystus	ancient Greek city-state on Euboea	ancient Greek city-state on Euboea	3.4n; 4.1.9.2n												167	settlement	settlement	
128	https://usaybia.net/place/128	464	Castle of Barqā (Qalʿat Barqā), unidentified place in Armenia	Castle of Barqā	Castle of Barqā	unidentified place in Armenia	unidentified place in Armenia	10.46.4 no. 15	Qalʿat Barqā	Qalʿat Barqā	Qalʿat Barqā									168	fortification	fortification	
129	https://usaybia.net/place/129	464	Caulonia, ancient town in southern Italy	Caulonia	Caulonia	ancient town in southern Italy	ancient town in southern Italy	4.3.4.3												169	settlement	settlement	
		464	Cave of Afqah `see` Maghārat Afqah 	Cave of Afqah	Cave of Afqah							Maghārat Afqah			Maghārat Afqah					170	#N/A	#N/A	
130	https://usaybia.net/place/130	464	Centuripae, Sicilian town near Mt. Etna	Centuripae	Centuripae	Sicilian town near Mt. Etna	Sicilian town near Mt. Etna	4.3.4.2												171	settlement	settlement	
131	https://usaybia.net/place/131	464	Ceuta (Sabtah), a city in North-Africa	Ceuta	Ceuta	a city in North-Africa	a city in North-Africa	14.22.3.2n; 15.41n	Sabta	Sabtah	Sabtah									172	settlement	settlement	
132	https://usaybia.net/place/132	464	Chaeronea, ancient Greek city of Boeotia	Chaeronea	Chaeronea	ancient Greek city of Boeotia	ancient Greek city of Boeotia	4.6.2.2n												173	settlement	settlement	
133	https://usaybia.net/place/133	464	Chalcedon, Greek city on the Bosporus	Chalcedon	Chalcedon	Greek city on the Bosporus	Greek city on the Bosporus	4.1.10.5; 6.1.3 (Council of Chalcedon) Chalcidice, region in northern Greece 4.6.2.1; 4.6.6.2n												174	settlement	settlement	
134	https://usaybia.net/place/134	464	Chalcis, ancient Greek city	Chalcis	Chalcis	ancient Greek city	ancient Greek city	4.6.6.2												175	settlement	settlement	
135	https://usaybia.net/place/135	464	China	China	China			8.3.16n; 14.47.1n												176	#N/A	state	
136	https://usaybia.net/place/136	464	Chios, Aegean island	Chios	Chios	Aegean island	Aegean island	2.1.1n; 5.1.21.1												177	island	island	
