source	target	book	part	pg	ch-num	ch-title
أبو محمد العبدلكاني الزوزني	حذيفة بن هارون الانصاري أبو الحسين	 DQ 	 1 	 201 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن الحجاج	عز الدولة بختيار	 DQ 	 1 	 550 	4	شعراء الري والجبال واصفهان وفارس وكرمان
ابن الحجاج	المشطب الهمذاني	 DQ 	 1 	 550 	4	شعراء الري والجبال واصفهان وفارس وكرمان
عز الدولة بختيار	المشطب الهمذاني	 DQ 	 1 	 550 	4	شعراء الري والجبال واصفهان وفارس وكرمان
ابن الحجاج	طاهر المستوفي	 DQ 	 1 	 652 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن الحجاج	منصور بن الحسين الآبي أبو سعد	 DQ 	 1 	 652 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
طاهر المستوفي	منصور بن الحسين الآبي أبو سعد	 DQ 	 1 	 652 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن أبي ربيعة	ابن الحجاج	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن أبي ربيعة	أحمد بن نيالتكين	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن أبي ربيعة	امرؤ القيس	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن أبي ربيعة	جرير	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن أبي ربيعة	حسان (بن ثابت) 	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن أبي ربيعة	الفرزدق	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن الحجاج	أحمد بن نيالتكين	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن الحجاج	امرؤ القيس	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن الحجاج	جرير	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن الحجاج	حسان (بن ثابت) 	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن الحجاج	الفرزدق	 DQ 	 2 	 1375 	12	شعراء زوزن
أحمد بن نيالتكين	امرؤ القيس	 DQ 	 2 	 1375 	12	شعراء زوزن
أحمد بن نيالتكين	جرير	 DQ 	 2 	 1375 	12	شعراء زوزن
أحمد بن نيالتكين	حسان (بن ثابت) 	 DQ 	 2 	 1375 	12	شعراء زوزن
أحمد بن نيالتكين	الفرزدق	 DQ 	 2 	 1375 	12	شعراء زوزن
امرؤ القيس	جرير	 DQ 	 2 	 1375 	12	شعراء زوزن
امرؤ القيس	حسان (بن ثابت) 	 DQ 	 2 	 1375 	12	شعراء زوزن
امرؤ القيس	الفرزدق	 DQ 	 2 	 1375 	12	شعراء زوزن
جرير	حسان (بن ثابت) 	 DQ 	 2 	 1375 	12	شعراء زوزن
جرير	الفرزدق	 DQ 	 2 	 1375 	12	شعراء زوزن
حسان (بن ثابت) 	الفرزدق	 DQ 	 2 	 1375 	12	شعراء زوزن
ابن حنبل	عبد الله بن محمد الأنصاري أبو اسماعيل	 DQ 	 2 	 888 	7	شعراء بلخ
ابن حنبل	قسّ بن ساعدة الإيادي	 DQ 	 2 	 888 	7	شعراء بلخ
عبد الله بن محمد الأنصاري أبو اسماعيل	قسّ بن ساعدة الإيادي	 DQ 	 2 	 888 	7	شعراء بلخ
ابن خالويه	أبو أحمد بن نصر البازيار	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن خالويه	أشجع السلمي	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن خالويه	سيف الدولة	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن خالويه	عاد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن خالويه	هارون الرشيد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو أحمد بن نصر البازيار	أشجع السلمي	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو أحمد بن نصر البازيار	سيف الدولة	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو أحمد بن نصر البازيار	عاد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو أحمد بن نصر البازيار	هارون الرشيد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أشجع السلمي	سيف الدولة	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أشجع السلمي	عاد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أشجع السلمي	هارون الرشيد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
سيف الدولة	عاد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
سيف الدولة	هارون الرشيد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
عاد	هارون الرشيد	 DQ 	 1 	 562 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
ابن خفاجة	قيصر	 DQ 	 2 	 864 	7	شعراء بلخ
ابن الدويدة المعري	ابن مسمر	 DQ 	 1 	 180 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن الدويدة المعري	أبو عامر الجرجاني	 DQ 	 1 	 180 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن الدويدة المعري	أبو علي بن أبي الخير	 DQ 	 1 	 180 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن الدويدة المعري	أبو الكتائب البصري	 DQ 	 1 	 180 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن مسمر	أبو عامر الجرجاني	 DQ 	 1 	 180 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن مسمر	أبو علي بن أبي الخير	 DQ 	 1 	 180 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن مسمر	أبو الكتائب البصري	 DQ 	 1 	 180 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	أبو علي بن أبي الخير	 DQ 	 1 	 180 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	أبو الكتائب البصري	 DQ 	 1 	 180 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو علي بن أبي الخير	أبو الكتائب البصري	 DQ 	 1 	 180 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن السماك	 أبو جعفر الفيروزآبادي	 DQ 	 1 	 500 	4	شعراء الري والجبال واصفهان وفارس وكرمان
ابن السماك	عبيد الله بن عمرو	 DQ 	 1 	 500 	4	شعراء الري والجبال واصفهان وفارس وكرمان
 أبو جعفر الفيروزآبادي	عبيد الله بن عمرو	 DQ 	 1 	 500 	4	شعراء الري والجبال واصفهان وفارس وكرمان
ابن سيده	أبو تمام	 DQ 	 1 	 190 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن سيده	طىء	 DQ 	 1 	 190 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو تمام	طىء	 DQ 	 1 	 190 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن شافع الهاشمي	عبد الله الرزجاهي	 DQ 	 2 	 834 	7	شعراء بلخ
ابن شافع الهاشمي	الشافعي	 DQ 	 2 	 1000 	8	طبقات نيسابور
ابن شافع الهاشمي	 عبد الملك بن عبد الله الجويني أبو المعالي	 DQ 	 2 	 1000 	8	طبقات نيسابور
ابن شافع الهاشمي	النعمان بن ثابت	 DQ 	 2 	 1000 	8	طبقات نيسابور
الشافعي	 عبد الملك بن عبد الله الجويني أبو المعالي	 DQ 	 2 	 1000 	8	طبقات نيسابور
الشافعي	النعمان بن ثابت	 DQ 	 2 	 1000 	8	طبقات نيسابور
 عبد الملك بن عبد الله الجويني أبو المعالي	النعمان بن ثابت	 DQ 	 2 	 1000 	8	طبقات نيسابور
ابن أبي سعد بن خلف	ابن برهان النحوي	 DQ 	 1 	 27 	0	[frontmatter]
ابن أبي سعد بن خلف	ابن شبل البغدادي	 DQ 	 1 	 27 	0	[frontmatter]
ابن أبي سعد بن خلف	أحمد بن علي الفقيه الشافعي أبو الفتح	 DQ 	 1 	 27 	0	[frontmatter]
ابن برهان النحوي	ابن شبل البغدادي	 DQ 	 1 	 27 	0	[frontmatter]
ابن برهان النحوي	أحمد بن علي الفقيه الشافعي أبو الفتح	 DQ 	 1 	 27 	0	[frontmatter]
ابن شبل البغدادي	أحمد بن علي الفقيه الشافعي أبو الفتح	 DQ 	 1 	 27 	0	[frontmatter]
ابن شبل البغدادي	أبو تمام	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن شبل البغدادي	أبو عامر الجرجاني	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن شبل البغدادي	أبو الكتائب البصري	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن شبل البغدادي	البحتري	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن شبل البغدادي	الزنادقة	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو تمام	أبو عامر الجرجاني	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو تمام	أبو الكتائب البصري	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو تمام	البحتري	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو تمام	الزنادقة	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	أبو الكتائب البصري	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	البحتري	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	الزنادقة	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو الكتائب البصري	البحتري	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو الكتائب البصري	الزنادقة	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
البحتري	الزنادقة	 DQ 	 1 	 155 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
ابن فارس	أبو جعفر البحاثي	 DQ 	 1 	 104 	1	طبقات شعراء البدو والحجاز
ابن فارس	أبو سعد الكاتب بن دوست	 DQ 	 1 	 104 	1	طبقات شعراء البدو والحجاز
ابن فارس	اسماعيل بن عباد	 DQ 	 1 	 104 	1	طبقات شعراء البدو والحجاز
أبو جعفر البحاثي	أبو سعد الكاتب بن دوست	 DQ 	 1 	 104 	1	طبقات شعراء البدو والحجاز
أبو جعفر البحاثي	اسماعيل بن عباد	 DQ 	 1 	 104 	1	طبقات شعراء البدو والحجاز
أبو سعد الكاتب بن دوست	اسماعيل بن عباد	 DQ 	 1 	 104 	1	طبقات شعراء البدو والحجاز
ابن قاضي شهبة	يعقوب بن أحمد النيسابوري	 DQ 	 1 	 29 	0	[frontmatter]
ابن قاضي شهبة	ابن قاضي شهبة	 DQ 	 1 	 65 	1	طبقات شعراء البدو والحجاز
ابن قاضي شهبة	البرهاني	 DQ 	 1 	 65 	1	طبقات شعراء البدو والحجاز
ابن قاضي شهبة	تميم بن مفرج الطائي أبو كامل	 DQ 	 1 	 65 	1	طبقات شعراء البدو والحجاز
ابن قاضي شهبة	السرخسي	 DQ 	 1 	 65 	1	طبقات شعراء البدو والحجاز
ابن قاضي شهبة	يعقوب بن أحمد النيسابوري	 DQ 	 1 	 65 	1	طبقات شعراء البدو والحجاز
ابن قاضي شهبة	البرهاني	 DQ 	 1 	 65 	1	طبقات شعراء البدو والحجاز
ابن قاضي شهبة	تميم بن مفرج الطائي أبو كامل	 DQ 	 1 	 65 	1	طبقات شعراء البدو والحجاز
